Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Orange,4.859286745,65.7862269,28
Radish,7.251670147,58.32248116,5
Ivy Gourd,3.215258637,87.95925963,11
Sweet Potato,4.321915986,83.50469198,41
Lettuce,2.85661564,60.81318703,6
Okra,2.038384592,87.25337141,6
Cabbage,5.248960211,83.94518218,16
Beetroot,2.798166642,84.23941861,28
Orange,6.24292922,71.80955442,26
Ash Gourd,5.940350837,81.54134796,24
Orange,2.103661319,71.13686459,32
Ridge Gourd,5.30955647,86.64389379,4
Cluster Beans,6.916483287,56.62193323,2
Taro Root,7.655314275,89.51769809,20
Okra,7.080780341,75.34885184,1
Beetroot,6.377824003,58.76472871,26
Turnip,2.717984686,76.22518028,21
Banana,4.737561755,79.24128024,4
Banana,6.135601397,66.86223246,3
Ginger,7.080131312,85.30841148,12
Tomato,7.821587741,82.07494936,1
Bitter Gourd,6.099272601,51.98476456,3
Lettuce,6.769854894,86.89870122,1
Onion,7.139546448,86.62866601,21
Mint Leaves,5.917167093,53.14656504,1
Garlic,7.320822948,61.08246015,85
Pumpkin,2.890643101,73.07709983,21
Pear,4.541428623,89.52290592,5
Carrot,2.91329414,57.05252418,22
Cucumber,7.766068368,74.55070761,7
Potato,6.221987439,72.68135621,56
Drumstick,6.748332882,67.16870033,5
Mint Leaves,4.827178437,56.56364836,1
Potato,7.550222231,89.19650056,50
Papaya,4.801937233,88.18603106,2
Ginger,4.610300809,75.54863002,17
Papaya,6.824100051,75.95858091,1
Potato,3.763907162,69.91939887,60
Ridge Gourd,5.934129024,78.69397159,5
Ash Gourd,7.562151478,62.77356401,24
Bitter Gourd,3.948091259,50.13954111,7
Tomato,6.395112227,82.73064495,3
Bottle Gourd,6.963321079,70.75501526,9
Mango,5.536743388,72.99372234,3
Spring Onion,3.507150173,84.31958463,2
Spinach,3.071605041,88.6644446,1
Orange,3.485866038,80.63544932,28
Taro Root,5.170417851,56.91703194,28
Apple,3.369969704,69.32667533,30
Ash Gourd,2.912446551,50.51246187,31
Chikoo,5.892621111,77.76408605,2
Pomegranate,2.305648091,82.78572541,29
Mint Leaves,6.889893832,67.54151929,1
Ridge Gourd,6.203188597,89.00023798,2
Orange,4.069724008,85.26322586,26
Drumstick,4.620981368,72.61309993,8
Potato,6.333010812,89.57425273,52
Okra,4.383536732,66.60377029,6
Bottle Gourd,2.450485987,74.20103013,15
Snake Gourd,3.008218515,57.26027776,15
Turnip,4.90057088,88.29227018,15
Bitter Gourd,2.732930993,77.06359328,7
Green Chili,6.220225177,76.3474294,5
Ash Gourd,6.244486895,86.76029876,23
Pomegranate,4.780687221,75.53255708,27
Potato,3.996170562,76.74874717,58
Pineapple,6.184835929,71.16319161,10
Snake Gourd,3.159902757,54.11378602,15
Chikoo,6.505956944,71.36178483,2
Okra,7.766660448,61.40614116,1
Ivy Gourd,5.253886803,64.99142595,12
Spinach,5.039352059,88.06664925,1
Grapes,2.024462731,84.33812517,14
Grapes,2.916175703,60.04833272,15
Sweet Potato,5.775440873,85.36149229,39
Lemon,3.040543922,61.48699375,31
Pointed Gourd,7.516166783,57.33222369,8
Ash Gourd,5.712955681,83.18489373,24
Orange,7.25733335,76.31741699,23
Green Chili,2.630277921,80.91308497,9
Drumstick,4.431708758,58.38624704,9
Chikoo,4.656437518,56.89634663,6
Lettuce,5.212933538,54.00843748,3
Capsicum,7.951150081,80.59525135,1
Apple,4.0330652,79.41507205,28
Mango,3.506731339,65.95434723,6
Pointed Gourd,2.703245226,59.06620434,15
Cluster Beans,5.090957903,89.3901714,1
Cabbage,4.447423188,50.51358022,20
Taro Root,6.088274251,62.68847479,26
Grapes,6.988957356,69.75491334,9
Pineapple,6.429690908,66.91017108,10
Pumpkin,3.233664098,73.03062825,20
Grapes,7.978956493,59.40244314,8
Brinjal,7.805165126,60.80637089,1
Mint Leaves,2.423922248,63.81101032,5
Spring Onion,3.164055388,56.77151113,6
Onion,3.187353613,71.30365064,30
Amaranth Leaves,7.135735457,88.69519709,1
Ginger,3.346117563,87.99602126,17
Tomato,2.563635765,71.58389699,11
Pear,5.556307738,83.06129102,5
Mint Leaves,7.175734187,51.40978502,1
Turnip,5.578344478,87.16984802,15
Pineapple,3.155192965,64.22786735,15
Banana,4.723130543,67.02209751,5
Banana,3.9822612,54.52762296,7
Green Chili,2.330013037,87.01585189,9
Pomegranate,7.053598094,69.21555474,25
Ridge Gourd,5.19577401,62.50788207,8
Broccoli,6.257406191,79.98551446,4
Brinjal,2.613870497,54.71854578,9
Coriander Leaves,5.301753093,76.38843835,1
Capsicum,4.934397991,69.33275944,8
Taro Root,7.774473157,51.69375343,24
Radish,3.883507255,83.47289092,7
Fenugreek Leaves,5.311090083,53.12052913,1
Papaya,4.502713713,73.85129466,5
Grapes,4.384753942,87.95629503,9
Pomegranate,4.95030413,86.00433764,25
Papaya,6.929024162,84.24021352,1
Broccoli,5.421843404,64.57504334,7
Bottle Gourd,7.076982287,53.69262102,9
Drumstick,7.686458436,53.29172469,4
Taro Root,5.84523375,63.28234068,27
Orange,2.981500064,89.99253943,27
Mint Leaves,6.762648663,75.46787533,1
Turnip,6.242425473,83.86822417,14
Ridge Gourd,6.645507423,61.97551726,6
Radish,4.876135066,52.83078187,8
Jackfruit,7.409627347,80.09022604,1
Bitter Gourd,3.516068488,88.3780971,4
Cluster Beans,6.435433585,75.94827965,2
Green Chili,5.652477126,53.33242539,7
Sweet Potato,5.59064697,51.0669664,42
Cucumber,7.715238596,67.93133481,8
Bottle Gourd,3.83389181,62.30129553,14
Potato,5.560986751,52.47250468,57
Banana,7.799339833,69.23306398,1
Coriander Leaves,7.991325904,74.8883411,1
Onion,2.886565274,52.73412648,31
Onion,4.963382662,74.41785701,27
Mint Leaves,6.87350746,82.91829782,1
Pear,3.201710512,67.92236389,11
Taro Root,7.471075585,74.05534365,23
Ginger,6.238753599,54.07427062,16
Mint Leaves,7.184285259,50.73312353,1
Lemon,7.130849003,66.14696207,25
Cabbage,2.369617994,59.3710168,23
Brinjal,6.431296444,60.93393952,3
Capsicum,2.443538708,89.06176509,8
Spring Onion,6.917988768,72.72505389,1
Ridge Gourd,2.700934373,55.14609599,11
Guava,3.11564803,78.09849284,9
Pumpkin,2.38141427,57.13577997,22
French Beans,7.046227425,63.76490339,2
Chikoo,2.693695373,55.47884453,8
Apple,3.029136156,81.32187935,29
Potato,5.734843128,59.20420461,57
Ridge Gourd,5.595856116,52.67403125,7
Orange,7.088656225,68.65643564,25
Drumstick,4.418788306,63.46107827,9
Green Chili,2.067147194,68.91191091,12
Coriander Leaves,4.944350417,82.81391796,1
Coriander Leaves,2.947724971,72.15585401,4
Lemon,3.198574107,86.90549231,27
Broccoli,4.126474465,81.97324391,7
Potato,6.5679542,68.89695481,56
Cucumber,2.662449597,52.95359025,16
Cabbage,6.081280184,88.90574586,14
Taro Root,2.013385507,55.72170302,32
Fenugreek Leaves,7.042289988,74.3060991,1
Ash Gourd,6.527432315,62.53988944,26
Pear,3.808351312,71.45933135,9
Spinach,3.468553208,54.45853956,4
Bottle Gourd,2.249028949,86.13648805,13
Broccoli,7.888227204,61.20811643,4
Bitter Gourd,3.842157376,79.1349651,5
Brinjal,5.424446672,73.62483223,4
Cucumber,5.578447348,81.85219742,9
Lemon,6.56791669,55.35892804,26
Tomato,5.533581276,53.42000703,7
Fenugreek Leaves,6.971534752,73.9791877,1
Ash Gourd,5.653853376,69.98202293,27
Ivy Gourd,2.05131141,76.3095197,15
Green Chili,5.516040817,76.62170686,6
Onion,5.846599879,81.80835336,24
Spring Onion,2.95345523,84.71440365,3
Cluster Beans,3.619536768,89.40465719,3
Fenugreek Leaves,7.758773266,53.1547492,1
Drumstick,7.35070187,82.1695934,2
Lettuce,7.014283727,63.82748644,1
Banana,7.506325338,72.84027318,1
French Beans,2.565426145,88.82180874,5
Beetroot,6.93520242,62.19507474,25
Spring Onion,5.037447816,78.72960062,1
Pomegranate,5.241406085,70.11542589,28
Bottle Gourd,7.97080586,61.03210053,8
Pumpkin,7.485708189,57.0438306,14
Lemon,6.24399656,75.5606323,25
Apple,3.19431686,89.73409664,27
Coriander Leaves,2.901456003,72.09579667,4
Cluster Beans,2.200592909,77.25793385,8
Pineapple,7.710396266,77.31878097,6
Grapes,6.752599947,87.27478739,6
Apple,6.978081144,58.42586514,25
Apple,2.031608968,51.40986556,32
Amaranth Leaves,4.167027598,55.53478449,2
Green Chili,2.607176986,57.07833502,12
Ivy Gourd,2.732467025,72.51097537,15
Taro Root,2.265429372,88.04906557,28
Brinjal,2.18212652,88.24367154,6
Orange,4.787477186,81.87039627,26
Apple,2.38261479,70.98958894,32
Lettuce,5.10991896,74.14634753,2
Bitter Gourd,5.879834224,81.40295687,1
Snake Gourd,7.536130289,67.75769883,8
Cluster Beans,6.187906303,65.69321463,3
Mint Leaves,3.513799237,73.87835557,2
Beetroot,5.387707808,65.5043316,27
Onion,5.647902894,86.05746378,24
Carrot,4.783697361,63.66486803,19
Radish,2.809531364,54.84253087,11
Potato,2.855826175,87.55539132,58
Fenugreek Leaves,3.377199098,62.91317899,3
Capsicum,3.636814835,66.99924647,10
Spring Onion,5.824267327,87.20458972,1
Capsicum,7.347289063,59.35822811,4
Apple,7.675930988,59.83004796,24
Fenugreek Leaves,3.866019742,71.59921602,2
Spring Onion,4.272222966,84.48385063,1
Broccoli,6.041775107,83.59286093,4
Onion,2.559134791,60.25781119,32
Green Chili,3.709474682,68.3858625,10
Brinjal,3.327739263,76.56973882,6
Pomegranate,7.573490113,52.09952649,24
Pineapple,7.547271678,57.34319556,8
Beetroot,2.318069673,62.83274729,32
Capsicum,7.537386654,71.27746955,4
Drumstick,4.090830881,54.45107188,9
Pomegranate,7.875427311,52.39642414,24
Pointed Gourd,7.344307188,66.78399642,8
Apple,4.770513768,55.42580753,28
Spring Onion,4.851118525,87.66642552,1
Cabbage,2.088187341,59.87810436,23
Guava,7.928635097,68.93367922,4
Green Chili,3.063199691,79.29224887,9
Garlic,7.778020814,86.74876027,80
Amaranth Leaves,4.208038181,69.93158187,2
Guava,6.625261253,73.63263365,5
Spinach,4.75690493,79.92901211,1
Pumpkin,5.837754797,79.21155043,15
Cucumber,6.867502436,50.0086922,9
Cabbage,3.559477612,61.99449481,21
Pointed Gourd,7.05894198,67.54046441,9
Orange,4.787785496,89.38961518,24
French Beans,6.11412115,60.60349454,3
Broccoli,5.016194624,88.95392141,4
Onion,7.998120545,65.37608967,24
Lemon,2.000076576,55.87863481,32
Fenugreek Leaves,2.659737067,82.99935953,2
Cauliflower,5.600417343,79.40809488,9
Radish,5.843092768,89.61042631,3
Green Chili,2.977553604,70.08267417,11
Spinach,7.070300749,50.60481484,1
Cucumber,3.953810777,54.22680015,14
Snake Gourd,7.392969294,82.01629201,6
Bottle Gourd,2.160383892,85.92398038,13
Taro Root,4.366915536,82.44624325,26
Mint Leaves,4.007494621,80.00140181,1
Pumpkin,2.228518935,75.85247393,21
Okra,5.255585513,70.31661048,5
Pomegranate,2.771340188,57.49940969,31
Drumstick,3.198318956,69.98799076,11
Turnip,6.846710952,50.44447783,16
Beetroot,4.044830626,67.04259462,29
Cabbage,3.601370143,89.28325134,17
Carrot,3.868207203,81.19842658,18
Turnip,2.9210874,78.20911534,20
Onion,4.557712523,85.15411843,26
Green Chili,4.826204662,59.96451516,8
Broccoli,6.698777867,52.63519078,5
Pomegranate,6.848693937,57.90654677,25
Brinjal,6.261791228,82.06083234,1
Spinach,3.344050001,80.64387176,2
Mint Leaves,4.097915868,60.79586144,2
Lemon,7.400768745,66.40504039,24
Pear,3.291377689,76.2143904,9
Coriander Leaves,3.138496276,71.91606725,3
Drumstick,6.448348185,70.83659671,6
Tomato,7.223983578,73.85130386,4
Fenugreek Leaves,3.847927029,89.72220214,1
Amaranth Leaves,6.100084842,88.09737732,1
Garlic,2.070756088,73.90609569,92
Pear,3.408143831,64.02878686,10
Radish,2.958597871,78.12604806,9
Tomato,4.251301468,75.13500307,8
Green Chili,5.7071252,75.1003399,6
Lettuce,3.25046414,65.3572547,6
Onion,7.003807142,67.68784195,25
Radish,6.610262438,76.32353939,4
Broccoli,5.078886567,59.47498194,8
Cabbage,5.452408714,52.55222069,18
Pomegranate,7.359652206,55.94242156,24
Cucumber,4.060061531,73.46471306,13
Sweet Potato,6.07009376,60.79280672,41
Amaranth Leaves,6.013707182,69.05082657,1
Mint Leaves,5.006644964,57.15216158,1
Capsicum,4.647353024,68.52795181,9
Capsicum,3.564396619,81.21666191,8
Grapes,4.505056891,61.46136564,13
Pear,2.072216741,67.57020695,12
Carrot,4.252660281,78.79234517,18
Carrot,7.649275203,86.26546211,12
Ginger,4.462674186,65.60552366,19
Carrot,5.810462105,82.81515818,15
Cauliflower,4.496835289,75.70735809,12
Apple,7.27503286,59.33015078,25
Spinach,2.099445587,78.06264483,5
Grapes,3.199932595,69.64922452,15
Jackfruit,7.910750032,57.70218865,1
Sweet Potato,3.448653779,75.78095922,44
Chikoo,7.927188715,59.8787806,1
Broccoli,5.267006263,73.73617679,7
Radish,3.202867432,57.92317297,11
Guava,5.265469213,55.92944328,8
Apple,2.080851072,57.29563888,32
Chikoo,2.681292801,74.51996327,8
Cabbage,5.084817735,63.5824338,19
Mint Leaves,6.709028093,85.07343096,1
Cabbage,5.61378133,50.73355274,18
Pear,3.754881088,81.3256934,8
Cucumber,6.14235916,65.10624595,10
Snake Gourd,6.920751767,62.83832906,9
Carrot,6.305788344,89.00513663,13
Banana,3.947544768,57.78520934,7
Pumpkin,7.23040066,73.26913241,14
Jackfruit,3.915775433,71.6740937,6
Broccoli,3.929854476,76.47543751,8
Carrot,4.055305371,82.54917194,18
Guava,2.939952534,69.20797823,11
Chikoo,2.876658828,78.25137199,7
Cauliflower,6.872017532,56.0348353,9
Drumstick,7.227874482,54.9372389,5
Spinach,7.278429713,87.82733891,1
Apple,6.022751592,85.87927404,23
Bottle Gourd,4.360857232,76.27459479,12
Pear,2.1617172,77.14445948,11
Bottle Gourd,3.737454209,53.91060005,14
Bottle Gourd,2.697479814,83.98008005,13
Pineapple,6.624001794,80.8900155,7
Mint Leaves,3.483065574,80.8319198,1
Sweet Potato,3.502804425,70.78187076,45
Pumpkin,6.989044211,66.16879738,15
Banana,4.170007569,83.15927545,4
Cauliflower,3.694223597,55.33073523,14
Potato,6.894141225,56.1991969,55
Okra,2.448831518,71.34241824,9
Cauliflower,5.609727281,54.13941216,11
Ash Gourd,2.668719563,62.98839641,31
Banana,7.665915769,87.70254288,1
Apple,6.164222722,86.85111162,23
Apple,7.214209618,68.82789437,25
Fenugreek Leaves,4.639744567,78.96954704,1
Cucumber,4.517594309,88.64765613,9
Pineapple,3.984133907,65.65392911,14
Mint Leaves,6.699444624,60.74486563,1
Radish,5.641013694,55.63778943,7
Chikoo,6.081547272,86.99723801,1
Lemon,6.288848851,63.51446698,26
Okra,2.301986439,57.58066039,9
Lemon,3.99330629,62.03595624,30
Orange,4.394749631,65.08641033,29
Lemon,3.518920703,75.4877698,29
Amaranth Leaves,4.878327083,57.32431447,1
Cauliflower,2.851032184,82.36833475,13
Chikoo,2.949738697,69.16518345,8
Pointed Gourd,6.454263283,63.04523596,10
Lemon,7.983477893,78.77107917,22
Taro Root,5.63599826,65.26721888,27
Ridge Gourd,6.116225778,69.02915871,6
Mint Leaves,6.624472713,81.12033384,1
Green Chili,5.391011389,89.74771852,3
Okra,5.52569177,51.75723523,4
Jackfruit,5.128591203,70.11896872,5
Tomato,2.632931381,66.06552411,12
Pineapple,4.918693333,69.17480731,12
Bottle Gourd,2.248554706,72.14571177,16
Pumpkin,6.89651515,76.69758784,14
Bottle Gourd,7.404392437,53.75478871,8
Brinjal,5.17187514,84.56768528,2
Pineapple,5.101880205,80.09225685,10
Pomegranate,6.486714073,68.34638242,26
Ivy Gourd,2.018371412,82.07796438,14
Bottle Gourd,4.510253672,74.93202658,12
Cluster Beans,5.662853845,80.02731352,2
Jackfruit,5.092464842,53.90855381,5
Pomegranate,5.420729671,68.47200363,27
Ginger,7.5266427,62.66966539,14
Coriander Leaves,2.311633494,64.68950611,5
French Beans,4.82706547,64.09262998,5
Taro Root,5.182596613,67.48889519,28
Cabbage,5.923802415,57.2701011,18
Amaranth Leaves,5.838080765,76.24485775,1
Green Chili,5.321790246,79.76546402,6
Lemon,5.092254994,56.50957674,28
Lettuce,5.455558801,62.37912154,2
Mango,7.202699509,70.71181988,1
Apple,6.190910472,61.66436282,26
French Beans,2.341718284,59.51956432,9
Amaranth Leaves,2.681183788,58.19154097,4
Spring Onion,4.114843069,63.86336947,4
Carrot,3.978393565,72.12238637,20
Banana,2.388469396,85.66881758,6
Potato,3.56373425,50.86179412,60
Taro Root,4.986759094,51.76674962,28
Sweet Potato,5.540780832,82.94298492,40
Taro Root,2.628228968,52.07035482,32
Ash Gourd,5.452133859,78.45406937,26
Pineapple,4.814950429,63.61512488,12
Mint Leaves,2.454529015,85.67996558,2
Radish,5.895154673,65.70742081,7
Taro Root,2.500638086,78.90770626,30
Mint Leaves,3.04094886,87.80312829,1
Papaya,7.936314463,87.18265448,1
Lemon,2.711678458,74.07580787,31
Chikoo,3.200268302,62.83422116,8
Coriander Leaves,5.919277425,63.17094533,1
Green Chili,5.491198319,72.76974039,7
Broccoli,2.016723952,87.666972,9
Jackfruit,6.540927632,55.59969919,3
Potato,4.287130432,83.65762895,56
Spring Onion,6.227843054,85.51845907,1
Taro Root,2.763058111,53.92756422,31
Okra,5.648296522,57.55541508,4
Sweet Potato,3.634400736,74.52519931,44
Cucumber,7.668404651,81.09786815,6
Garlic,5.157145432,57.9278239,88
Amaranth Leaves,2.476393062,58.74379479,5
Cucumber,5.565681724,84.10013449,8
Lettuce,2.069146707,88.0179884,4
Cabbage,5.642874129,67.20832113,18
Ivy Gourd,6.166959884,86.17105651,7
Ivy Gourd,5.160790928,61.04287824,12
Cucumber,3.547822976,52.826569,14
Green Chili,3.470950321,67.94599623,10
Coriander Leaves,4.297302955,75.2972231,1
Tomato,4.72520721,52.92673471,8
Capsicum,3.597794702,84.52542783,7
Ivy Gourd,2.192714108,53.52409687,16
Jackfruit,2.41718864,61.9408729,9
Sweet Potato,5.519853613,59.85573985,42
Lemon,5.451311412,64.30440914,27
Papaya,3.840208808,83.84276389,4
Cucumber,2.072367836,75.10780255,15
Amaranth Leaves,2.110487838,77.83022125,4
Mint Leaves,6.822153571,68.9804601,1
Drumstick,6.504235134,84.6861663,3
Apple,7.99542899,79.27493008,22
Onion,6.022089827,85.74764213,23
Jackfruit,5.851981515,61.77631085,4
Garlic,2.281094352,64.83850773,92
Ivy Gourd,4.597719701,59.47716757,13
Snake Gourd,5.104317842,62.98531166,12
Pomegranate,4.481854138,78.34613379,27
Jackfruit,4.030924547,69.92546922,6
Cluster Beans,5.181400797,76.34304984,3
Mango,7.172482856,77.38158141,1
Broccoli,6.267997196,60.71037166,6
Snake Gourd,6.849964917,85.60341259,6
Cucumber,7.923873127,68.79494078,8
Garlic,7.040418535,67.73406214,85
Banana,3.480800664,75.36729003,6
Okra,4.796107391,53.98000311,5
Mango,3.069867323,74.27943271,6
Taro Root,4.683633814,65.48845159,28
Amaranth Leaves,5.342382873,65.69625227,1
Garlic,6.982162093,87.41137738,82
Potato,6.83625044,88.3688304,52
Apple,4.07914573,82.46741063,27
Spring Onion,3.910649038,70.26907656,5
Banana,6.612299601,79.9944751,1
Coriander Leaves,5.317170996,71.76303601,1
Okra,7.025429763,64.26093326,2
Green Chili,7.150702644,50.81651858,5
French Beans,2.782198009,88.81231695,5
French Beans,7.830346134,75.88660286,1
Bitter Gourd,7.165117787,82.73793021,1
Capsicum,7.910885474,78.594678,2
Cauliflower,4.27208746,56.61769562,13
Sweet Potato,4.906082934,53.1233213,43
Amaranth Leaves,2.696081323,72.58414954,4
Pineapple,7.007434477,78.38894043,7
Orange,6.56595482,65.18028224,26
Pointed Gourd,5.746925002,67.96492944,11
Capsicum,3.857703799,61.30165391,10
Mango,7.525864841,55.08366524,1
Chikoo,5.347753968,64.41271628,4
Amaranth Leaves,3.398329654,71.98767388,3
Drumstick,6.750628521,87.77782352,2
Pomegranate,7.453847204,53.30655847,24
Radish,4.906003701,50.88120368,8
French Beans,5.784583044,58.76202098,4
Green Chili,4.024608796,76.78261427,8
Carrot,3.308637388,55.33954547,22
Cauliflower,2.836514627,65.92603703,15
Ash Gourd,6.23380352,58.92187142,26
Apple,3.537374572,72.12854302,30
Apple,6.884771159,84.73875775,22
Green Chili,3.433456715,59.41340989,10
Tomato,7.779562173,83.89916553,1
Cauliflower,7.483472904,79.82483397,6
Potato,3.564384646,71.71955752,60
Tomato,4.297222885,85.39884432,6
Lemon,3.507606696,56.72357873,30
Fenugreek Leaves,3.665003369,68.74171889,3
Green Chili,4.954184603,87.48439815,5
Cluster Beans,6.081180511,58.17872983,3
Bottle Gourd,7.735063247,64.44893283,8
Guava,6.968972248,85.75639831,2
Spring Onion,2.550604041,72.27588819,6
Pomegranate,4.0914828,69.57937925,29
Mango,7.042271546,54.911461,1
Pomegranate,4.616713363,75.31277831,28
Green Chili,5.985659376,53.36106223,7
Radish,2.784048735,70.74012749,11
Cucumber,4.497127997,57.92673818,13
Carrot,7.194032758,68.15829908,16
Bottle Gourd,2.284174663,77.45134084,15
Snake Gourd,5.656160832,88.91184871,7
Tomato,2.387089711,64.54988233,12
Pomegranate,6.814808709,88.68887301,22
Pear,5.06471378,60.61077116,8
Chikoo,5.068072402,55.21553423,5
Ginger,2.046452089,56.14929037,22
Snake Gourd,3.4392711,74.51486994,13
Beetroot,2.757630501,63.59858509,31
Okra,2.13457207,63.11771065,9
Pear,7.037364291,60.93622837,5
Lettuce,2.848798658,83.00207564,4
Pointed Gourd,2.961416965,64.52674612,15
Chikoo,5.738556578,72.47820887,3
Pineapple,7.025570834,68.06143651,9
Lettuce,3.01756487,58.89146501,6
Amaranth Leaves,4.447629257,53.94967643,2
Ginger,7.571281569,55.14096499,14
Taro Root,4.420767618,76.8352936,28
Spinach,5.379834341,52.41044497,1
Bottle Gourd,4.758875681,76.31574017,11
Radish,2.29078329,82.90250861,9
Bottle Gourd,5.909998411,66.01720225,11
Sweet Potato,7.998580388,58.37175039,39
Sweet Potato,6.572194529,57.97569485,41
Potato,2.833370905,82.77957825,59
Carrot,4.06302734,61.71829175,20
Cauliflower,7.2136423,71.09315245,8
Cauliflower,5.379979681,83.91189226,9
Sweet Potato,2.152298009,60.20340544,47
Ginger,4.932926367,60.05204216,18
Drumstick,3.814451532,84.29866279,7
Beetroot,6.175800628,86.79817886,23
Mango,3.4550395,52.23057197,6
Turnip,5.653411867,53.45634766,18
Onion,2.43214323,62.16628141,32
Spinach,6.193640959,74.89365444,1
Drumstick,4.725357284,81.39251406,6
Cluster Beans,7.666025346,66.36685406,1
Lemon,7.273909109,80.01873996,23
Potato,7.655041422,53.0650965,54
Pear,5.597646376,78.85424544,5
Amaranth Leaves,7.69314402,70.59646647,1
Mango,5.62466975,55.6360763,3
Cucumber,5.934615317,62.50425272,11
Snake Gourd,7.9059401,83.83306079,5
Chikoo,6.416190991,87.9888195,1
Green Chili,6.207248705,61.14419091,6
Cabbage,6.692293558,85.67340261,13
Spring Onion,4.038368466,68.75378459,4
Apple,3.505422171,53.98666665,30
Broccoli,7.751946887,81.30607479,2
Snake Gourd,6.060957126,57.96651947,10
Orange,6.947428438,54.15991291,25
Pomegranate,2.785253685,76.71038913,30
Snake Gourd,7.945546456,79.3307118,6
Ridge Gourd,2.459063608,56.05243633,12
Bitter Gourd,2.699431846,79.69456535,7
Apple,7.825498432,50.30399098,24
Pomegranate,5.646046725,71.94297647,27
Lemon,6.628042367,74.55828984,25
Mango,3.565699161,53.19830986,6
Guava,5.122035653,53.84259649,8
Fenugreek Leaves,7.260917926,74.05612558,1
Spring Onion,6.028018953,68.56252963,1
Okra,7.562856043,53.15696614,1
Mint Leaves,3.422963232,89.39069656,1
Onion,2.494010909,69.48111566,32
Cucumber,5.47464521,65.8049006,11
Cabbage,3.382420521,71.26882097,21
Potato,3.751162783,85.33978605,57
Potato,4.553640263,64.34255059,59
Turnip,7.449762165,66.9129785,15
Ridge Gourd,5.532677693,67.67958546,7
Taro Root,5.779113411,77.13545184,25
Okra,3.002338282,76.53777454,7
Radish,6.14104413,82.62571473,4
Orange,2.301674667,62.84810778,32
Guava,4.830037337,86.38435292,5
Broccoli,5.78488508,80.71519449,5
Chikoo,6.972155238,51.98837967,2
Snake Gourd,5.013845919,85.52628656,9
Chikoo,4.748670954,79.35818935,4
Pomegranate,5.08429334,83.69451677,25
Sweet Potato,5.184879857,69.42597637,43
Cauliflower,2.651494384,87.84794023,12
Ivy Gourd,5.373635445,84.03720306,9
Potato,3.066618112,80.9022166,59
Carrot,6.899464425,80.06121922,14
Coriander Leaves,6.971824844,50.96735728,1
Cluster Beans,2.254678694,58.12606008,9
French Beans,2.886959746,78.01798791,7
Pumpkin,2.207383894,52.82493039,22
Chikoo,7.806920564,66.19991476,1
Bitter Gourd,6.821437218,58.80997674,2
Cauliflower,2.29482488,55.02448651,16
Papaya,5.417292175,57.49140091,4
Taro Root,6.088916181,66.69091684,26
Papaya,4.060894922,80.89276116,4
Ridge Gourd,7.809506087,83.52134775,1
Papaya,4.825735686,83.26573479,3
Mango,7.014060236,75.25092855,1
Pomegranate,4.362853134,79.53794155,27
Bitter Gourd,7.517615887,88.01595024,1
Fenugreek Leaves,2.943730483,84.86600892,1
Apple,2.24212122,57.11945647,32
Banana,7.143072014,76.40984147,1
Mint Leaves,5.821113045,70.09923124,1
Bottle Gourd,6.188960552,50.33900068,10
Ash Gourd,6.617809489,87.90513249,22
Cucumber,6.636433403,86.93435812,6
Apple,4.769634984,55.71438158,28
Grapes,7.642828478,62.46096278,8
Beetroot,6.280338266,80.38261193,24
Spinach,7.576504041,79.62130659,1
Coriander Leaves,5.407525475,64.87185574,1
Potato,2.95961436,62.42521963,61
Fenugreek Leaves,7.374164037,76.15560494,1
Ivy Gourd,6.757592332,87.96535212,6
Lemon,2.822860321,74.06755982,30
Orange,6.716098627,71.49600556,25
Lemon,6.201779988,71.02821035,26
Okra,3.637805706,59.30771571,7
Broccoli,3.457948301,68.46884804,10
Jackfruit,3.274058778,77.49248572,6
Radish,6.452487662,53.54011273,6
Fenugreek Leaves,7.2908675,87.48650411,1
French Beans,5.815227455,80.76403074,2
Okra,5.975158909,56.77415456,4
Potato,5.015469505,77.0044219,57
Mango,3.933646653,53.72751919,6
Beetroot,6.426287784,64.23153976,26
Turnip,6.481175974,88.26412894,13
Sweet Potato,4.625879574,87.00325383,40
Cabbage,2.082690324,80.00568806,21
Pointed Gourd,6.285560721,62.85171465,10
Spring Onion,3.34178392,55.75232493,5
Ash Gourd,2.075766023,54.38192324,32
Grapes,6.433505071,86.21493846,7
Ash Gourd,2.398397244,72.15525307,31
Spinach,5.347904399,75.63146369,1
Potato,2.946964177,53.00264359,61
Chikoo,3.541008326,82.56970836,5
Orange,3.726582891,76.42274404,29
Bottle Gourd,4.844496054,53.96778897,12
Banana,6.313482016,56.29620741,3
Drumstick,4.928479304,59.96133845,8
Ivy Gourd,2.507959524,86.4680456,12
Mango,2.205094238,54.28272716,8
Bitter Gourd,7.099834933,81.4366567,1
Cucumber,3.472085,61.58106881,14
Bottle Gourd,4.290667344,62.41674602,13
Green Chili,6.432386292,76.8782293,4
Tomato,5.160116265,50.21395725,8
Drumstick,3.071035356,55.04222728,11
Carrot,2.217736615,51.54589536,23
Cauliflower,4.113916891,68.55246447,13
Drumstick,7.465867181,79.18909659,2
Tomato,7.773695111,78.54837788,2
Spring Onion,2.492963668,59.96275746,7
Coriander Leaves,6.835595731,56.24738601,1
Carrot,2.022124069,60.99060456,23
